claim_id,build_id,surface,public_claim,claim_type,source_id,source_title,issuing_body,published_or_version,locator,support,reasoning,limitations,disposition
B090-FILM-S1,090,B film/transcript,"Build agents that show their work. Govern discovery, challenge, verification and escalation.",prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B090-FILM-S2,090,B film/transcript,Assign distinct research roles.,mixed: design synthesis with contextual external premise,NIST-AI,"Artificial Intelligence Risk Management Framework (AI RMF 1.0), NIST AI 100-1",National Institute of Standards and Technology,2023-01-26,"https://doi.org/10.6028/NIST.AI.100-1 — Sections 3–5; GOVERN, MAP, MEASURE, MANAGE functions",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Voluntary, cross-sectoral risk framework; does not certify this prototype or any specific agent deployment.",CERTIFY WITH LIMITATION
B090-FILM-S3,090,B film/transcript,Bind every claim to a source.,mixed: design synthesis with contextual external premise,NIST-AI,"Artificial Intelligence Risk Management Framework (AI RMF 1.0), NIST AI 100-1",National Institute of Standards and Technology,2023-01-26,"https://doi.org/10.6028/NIST.AI.100-1 — Sections 3–5; GOVERN, MAP, MEASURE, MANAGE functions",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Voluntary, cross-sectoral risk framework; does not certify this prototype or any specific agent deployment.",CERTIFY WITH LIMITATION
B090-FILM-S4,090,B film/transcript,Make agents challenge each other.,mixed: design synthesis with contextual external premise,NIST-AI,"Artificial Intelligence Risk Management Framework (AI RMF 1.0), NIST AI 100-1",National Institute of Standards and Technology,2023-01-26,"https://doi.org/10.6028/NIST.AI.100-1 — Sections 3–5; GOVERN, MAP, MEASURE, MANAGE functions",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Voluntary, cross-sectoral risk framework; does not certify this prototype or any specific agent deployment.",CERTIFY WITH LIMITATION
B090-FILM-S5,090,B film/transcript,Escalate unresolved disagreement.,mixed: design synthesis with contextual external premise,NIST-AI,"Artificial Intelligence Risk Management Framework (AI RMF 1.0), NIST AI 100-1",National Institute of Standards and Technology,2023-01-26,"https://doi.org/10.6028/NIST.AI.100-1 — Sections 3–5; GOVERN, MAP, MEASURE, MANAGE functions",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Voluntary, cross-sectoral risk framework; does not certify this prototype or any specific agent deployment.",CERTIFY WITH LIMITATION
B090-FILM-S6,090,B film/transcript,Use only the verified answer.,mixed: design synthesis with contextual external premise,NIST-AI,"Artificial Intelligence Risk Management Framework (AI RMF 1.0), NIST AI 100-1",National Institute of Standards and Technology,2023-01-26,"https://doi.org/10.6028/NIST.AI.100-1 — Sections 3–5; GOVERN, MAP, MEASURE, MANAGE functions",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Voluntary, cross-sectoral risk framework; does not certify this prototype or any specific agent deployment.",CERTIFY WITH LIMITATION
B091-FILM-S1,091,B film/transcript,"What may this AI remember? Control retrieval, inference, sharing and forgetting.",prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B091-FILM-S2,091,B film/transcript,Define a memory space.,mixed: design synthesis with contextual external premise,EU-GDPR,Data protection under GDPR,"European Union, Your Europe",current at retrieval 2026-08-22,https://europa.eu/youreurope/business/governance-and-sustainability/digital-and-data-compliance/data-protection-gdpr/index_en.htm — Right to erasure; Automated decision-making and profiling,contextual,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,EU data-protection summary with exceptions; not a universal right and not proof that the prototype can enforce deletion in production.,CERTIFY WITH LIMITATION
B091-FILM-S3,091,B film/transcript,Permit retrieval by context.,mixed: design synthesis with contextual external premise,EU-GDPR,Data protection under GDPR,"European Union, Your Europe",current at retrieval 2026-08-22,https://europa.eu/youreurope/business/governance-and-sustainability/digital-and-data-compliance/data-protection-gdpr/index_en.htm — Right to erasure; Automated decision-making and profiling,contextual,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,EU data-protection summary with exceptions; not a universal right and not proof that the prototype can enforce deletion in production.,CERTIFY WITH LIMITATION
B091-FILM-S4,091,B film/transcript,Block unapproved inference paths.,mixed: design synthesis with contextual external premise,EU-GDPR,Data protection under GDPR,"European Union, Your Europe",current at retrieval 2026-08-22,https://europa.eu/youreurope/business/governance-and-sustainability/digital-and-data-compliance/data-protection-gdpr/index_en.htm — Right to erasure; Automated decision-making and profiling,contextual,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,EU data-protection summary with exceptions; not a universal right and not proof that the prototype can enforce deletion in production.,CERTIFY WITH LIMITATION
B091-FILM-S5,091,B film/transcript,Make forgetting enforceable.,mixed: design synthesis with contextual external premise,EU-GDPR,Data protection under GDPR,"European Union, Your Europe",current at retrieval 2026-08-22,https://europa.eu/youreurope/business/governance-and-sustainability/digital-and-data-compliance/data-protection-gdpr/index_en.htm — Right to erasure; Automated decision-making and profiling,contextual,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,EU data-protection summary with exceptions; not a universal right and not proof that the prototype can enforce deletion in production.,CERTIFY WITH LIMITATION
B091-FILM-S6,091,B film/transcript,Memory is a governed resource.,mixed: design synthesis with contextual external premise,EU-GDPR,Data protection under GDPR,"European Union, Your Europe",current at retrieval 2026-08-22,https://europa.eu/youreurope/business/governance-and-sustainability/digital-and-data-compliance/data-protection-gdpr/index_en.htm — Right to erasure; Automated decision-making and profiling,contextual,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,EU data-protection summary with exceptions; not a universal right and not proof that the prototype can enforce deletion in production.,CERTIFY WITH LIMITATION
B092-FILM-S1,092,B film/transcript,"The work lives between the tools. Route events, people, agents, approvals and exceptions.",prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B092-FILM-S2,092,B film/transcript,Turn an event into a workflow.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B092-FILM-S3,092,B film/transcript,"Route people, agents and software.",RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B092-FILM-S4,092,B film/transcript,Retry failures; block unsafe states.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B092-FILM-S5,092,B film/transcript,Escalate exceptions to a human.,RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B092-FILM-S6,092,B film/transcript,"Orchestrate the handoffs, not just apps.",RN synthesis / design instruction,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,Normative design instruction or explicitly bounded synthetic proposition; its validity does not depend on a real-world outcome claim.,Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B093-FILM-S1,093,B film/transcript,"Compliance happens in motion. Execute regulated work through valid, evidenced states.",prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,partial,Unqualified regulated-work wording exceeds the FDA clinical-trial source scope.,Implementation/synthetic-design evidence only; not independent real-world validation.,HOLD / QUALIFY PUBLIC WORDING
B093-FILM-S2,093,B film/transcript,Attach rules to every state.,mixed: design synthesis with contextual external premise,FDA-AUDIT,Computerized Systems Used in Clinical Trials: Guidance for Industry,U.S. Food and Drug Administration,1999-04,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/fda-bioresearch-monitoring-information/guidance-industry-computerized-systems-used-clinical-trials — Section II Definitions; Section IV.B Audit Trails,partial,Unqualified regulated-work wording exceeds the FDA clinical-trial source scope.,FDA clinical-trial scope. It supports reconstruction/time-stamped trail concepts but cannot substantiate an unqualified claim about all regulated workflows.,HOLD / QUALIFY PUBLIC WORDING
B093-FILM-S3,093,B film/transcript,Require evidence before transition.,mixed: design synthesis with contextual external premise,FDA-AUDIT,Computerized Systems Used in Clinical Trials: Guidance for Industry,U.S. Food and Drug Administration,1999-04,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/fda-bioresearch-monitoring-information/guidance-industry-computerized-systems-used-clinical-trials — Section II Definitions; Section IV.B Audit Trails,partial,Unqualified regulated-work wording exceeds the FDA clinical-trial source scope.,FDA clinical-trial scope. It supports reconstruction/time-stamped trail concepts but cannot substantiate an unqualified claim about all regulated workflows.,HOLD / QUALIFY PUBLIC WORDING
B093-FILM-S4,093,B film/transcript,Route approvals and deadlines.,mixed: design synthesis with contextual external premise,FDA-AUDIT,Computerized Systems Used in Clinical Trials: Guidance for Industry,U.S. Food and Drug Administration,1999-04,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/fda-bioresearch-monitoring-information/guidance-industry-computerized-systems-used-clinical-trials — Section II Definitions; Section IV.B Audit Trails,partial,Unqualified regulated-work wording exceeds the FDA clinical-trial source scope.,FDA clinical-trial scope. It supports reconstruction/time-stamped trail concepts but cannot substantiate an unqualified claim about all regulated workflows.,HOLD / QUALIFY PUBLIC WORDING
B093-FILM-S5,093,B film/transcript,Refuse invalid handoffs.,mixed: design synthesis with contextual external premise,FDA-AUDIT,Computerized Systems Used in Clinical Trials: Guidance for Industry,U.S. Food and Drug Administration,1999-04,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/fda-bioresearch-monitoring-information/guidance-industry-computerized-systems-used-clinical-trials — Section II Definitions; Section IV.B Audit Trails,partial,Unqualified regulated-work wording exceeds the FDA clinical-trial source scope.,FDA clinical-trial scope. It supports reconstruction/time-stamped trail concepts but cannot substantiate an unqualified claim about all regulated workflows.,HOLD / QUALIFY PUBLIC WORDING
B093-FILM-S6,093,B film/transcript,Let the rules travel with the work.,mixed: design synthesis with contextual external premise,FDA-AUDIT,Computerized Systems Used in Clinical Trials: Guidance for Industry,U.S. Food and Drug Administration,1999-04,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/fda-bioresearch-monitoring-information/guidance-industry-computerized-systems-used-clinical-trials — Section II Definitions; Section IV.B Audit Trails,partial,Unqualified regulated-work wording exceeds the FDA clinical-trial source scope.,FDA clinical-trial scope. It supports reconstruction/time-stamped trail concepts but cannot substantiate an unqualified claim about all regulated workflows.,HOLD / QUALIFY PUBLIC WORDING
B094-FILM-S1,094,B film/transcript,"Can you prove how work happened? Reconstruct the rule, consent, evidence, action and approval.",prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,partial,Unqualified regulated-work/audit proof wording exceeds the FDA clinical-trial source scope.,Implementation/synthetic-design evidence only; not independent real-world validation.,HOLD / QUALIFY PUBLIC WORDING
B094-FILM-S2,094,B film/transcript,Bind the rule to its version.,mixed: design synthesis with contextual external premise,FDA-AUDIT,Computerized Systems Used in Clinical Trials: Guidance for Industry,U.S. Food and Drug Administration,1999-04,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/fda-bioresearch-monitoring-information/guidance-industry-computerized-systems-used-clinical-trials — Section II Definitions; Section IV.B Audit Trails,partial,Unqualified regulated-work/audit proof wording exceeds the FDA clinical-trial source scope.,FDA clinical-trial scope. It supports reconstruction/time-stamped trail concepts but cannot substantiate an unqualified claim about all regulated workflows.,HOLD / QUALIFY PUBLIC WORDING
B094-FILM-S3,094,B film/transcript,Record evidence and consent.,mixed: design synthesis with contextual external premise,FDA-AUDIT,Computerized Systems Used in Clinical Trials: Guidance for Industry,U.S. Food and Drug Administration,1999-04,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/fda-bioresearch-monitoring-information/guidance-industry-computerized-systems-used-clinical-trials — Section II Definitions; Section IV.B Audit Trails,partial,Unqualified regulated-work/audit proof wording exceeds the FDA clinical-trial source scope.,FDA clinical-trial scope. It supports reconstruction/time-stamped trail concepts but cannot substantiate an unqualified claim about all regulated workflows.,HOLD / QUALIFY PUBLIC WORDING
B094-FILM-S4,094,B film/transcript,Name each human approval.,mixed: design synthesis with contextual external premise,FDA-AUDIT,Computerized Systems Used in Clinical Trials: Guidance for Industry,U.S. Food and Drug Administration,1999-04,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/fda-bioresearch-monitoring-information/guidance-industry-computerized-systems-used-clinical-trials — Section II Definitions; Section IV.B Audit Trails,partial,Unqualified regulated-work/audit proof wording exceeds the FDA clinical-trial source scope.,FDA clinical-trial scope. It supports reconstruction/time-stamped trail concepts but cannot substantiate an unqualified claim about all regulated workflows.,HOLD / QUALIFY PUBLIC WORDING
B094-FILM-S5,094,B film/transcript,Preserve action and timestamp.,mixed: design synthesis with contextual external premise,FDA-AUDIT,Computerized Systems Used in Clinical Trials: Guidance for Industry,U.S. Food and Drug Administration,1999-04,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/fda-bioresearch-monitoring-information/guidance-industry-computerized-systems-used-clinical-trials — Section II Definitions; Section IV.B Audit Trails,partial,Unqualified regulated-work/audit proof wording exceeds the FDA clinical-trial source scope.,FDA clinical-trial scope. It supports reconstruction/time-stamped trail concepts but cannot substantiate an unqualified claim about all regulated workflows.,HOLD / QUALIFY PUBLIC WORDING
B094-FILM-S6,094,B film/transcript,An audit trail reconstructs the decision.,mixed: design synthesis with contextual external premise,FDA-AUDIT,Computerized Systems Used in Clinical Trials: Guidance for Industry,U.S. Food and Drug Administration,1999-04,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/fda-bioresearch-monitoring-information/guidance-industry-computerized-systems-used-clinical-trials — Section II Definitions; Section IV.B Audit Trails,partial,Unqualified regulated-work/audit proof wording exceeds the FDA clinical-trial source scope.,FDA clinical-trial scope. It supports reconstruction/time-stamped trail concepts but cannot substantiate an unqualified claim about all regulated workflows.,HOLD / QUALIFY PUBLIC WORDING
B095-FILM-S1,095,B film/transcript,Governance reaches the body. Examine how institutional conditions shape lived experience.,prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B095-FILM-S2,095,B film/transcript,Rules can shape control and dignity.,mixed: design synthesis with contextual external premise,NIH-SENSORY,Sensory Processing and Community Participation in Autistic Adults,National Library of Medicine / American Journal of Occupational Therapy,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9201716/ — Abstract Results and Conclusion,partial,Two material neuroscience propositions are only partially supported in narrow populations; causation and generality must be qualified.,"Six autistic adults; supports a qualified association in that population, not a universal causal claim.",HOLD / QUALIFY PUBLIC WORDING
B095-FILM-S3,095,B film/transcript,Sensory load changes participation.,mixed: design synthesis with contextual external premise,NIH-SENSORY,Sensory Processing and Community Participation in Autistic Adults,National Library of Medicine / American Journal of Occupational Therapy,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9201716/ — Abstract Results and Conclusion,partial,Two material neuroscience propositions are only partially supported in narrow populations; causation and generality must be qualified.,"Six autistic adults; supports a qualified association in that population, not a universal causal claim.",HOLD / QUALIFY PUBLIC WORDING
B095-FILM-S4,095,B film/transcript,Chronic uncertainty taxes attention.,mixed: design synthesis with contextual external premise,NIH-SENSORY,Sensory Processing and Community Participation in Autistic Adults,National Library of Medicine / American Journal of Occupational Therapy,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9201716/ — Abstract Results and Conclusion,partial,Two material neuroscience propositions are only partially supported in narrow populations; causation and generality must be qualified.,"Six autistic adults; supports a qualified association in that population, not a universal causal claim.",HOLD / QUALIFY PUBLIC WORDING
B095-FILM-S5,095,B film/transcript,Measure conditions without overclaiming.,mixed: design synthesis with contextual external premise,NIH-SENSORY,Sensory Processing and Community Participation in Autistic Adults,National Library of Medicine / American Journal of Occupational Therapy,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9201716/ — Abstract Results and Conclusion,partial,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Six autistic adults; supports a qualified association in that population, not a universal causal claim.",CERTIFY WITH LIMITATION
B095-FILM-S6,095,B film/transcript,Design institutions people can inhabit.,mixed: design synthesis with contextual external premise,NIH-SENSORY,Sensory Processing and Community Participation in Autistic Adults,National Library of Medicine / American Journal of Occupational Therapy,2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9201716/ — Abstract Results and Conclusion,partial,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Six autistic adults; supports a qualified association in that population, not a universal causal claim.",CERTIFY WITH LIMITATION
B096-FILM-S1,096,B film/transcript,"Experience is more than a label. Learn patterns across composition, person, context and time.",prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B096-FILM-S2,096,B film/transcript,Record product composition.,mixed: design synthesis with contextual external premise,COCHRANE,"Cochrane Handbook for Systematic Reviews of Interventions, version 6.5",Cochrane,2024-08,"https://training.cochrane.org/handbook — Chapters 3–5 (questions, eligibility, sources); Chapters 7–8 (data and risk of bias); Chapter 14 (interpreting results)",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Methodological authority for intervention evidence; does not validate any synthetic record or substantive cannabis/psychedelic finding.,CERTIFY WITH LIMITATION
B096-FILM-S3,096,B film/transcript,"Include person, context and time.",mixed: design synthesis with contextual external premise,COCHRANE,"Cochrane Handbook for Systematic Reviews of Interventions, version 6.5",Cochrane,2024-08,"https://training.cochrane.org/handbook — Chapters 3–5 (questions, eligibility, sources); Chapters 7–8 (data and risk of bias); Chapter 14 (interpreting results)",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Methodological authority for intervention evidence; does not validate any synthetic record or substantive cannabis/psychedelic finding.,CERTIFY WITH LIMITATION
B096-FILM-S4,096,B film/transcript,Follow patterns longitudinally.,mixed: design synthesis with contextual external premise,COCHRANE,"Cochrane Handbook for Systematic Reviews of Interventions, version 6.5",Cochrane,2024-08,"https://training.cochrane.org/handbook — Chapters 3–5 (questions, eligibility, sources); Chapters 7–8 (data and risk of bias); Chapter 14 (interpreting results)",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Methodological authority for intervention evidence; does not validate any synthetic record or substantive cannabis/psychedelic finding.,CERTIFY WITH LIMITATION
B096-FILM-S5,096,B film/transcript,Separate observation from causation.,mixed: design synthesis with contextual external premise,COCHRANE,"Cochrane Handbook for Systematic Reviews of Interventions, version 6.5",Cochrane,2024-08,"https://training.cochrane.org/handbook — Chapters 3–5 (questions, eligibility, sources); Chapters 7–8 (data and risk of bias); Chapter 14 (interpreting results)",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Methodological authority for intervention evidence; does not validate any synthetic record or substantive cannabis/psychedelic finding.,CERTIFY WITH LIMITATION
B096-FILM-S6,096,B film/transcript,Learn without flattening the person.,mixed: design synthesis with contextual external premise,COCHRANE,"Cochrane Handbook for Systematic Reviews of Interventions, version 6.5",Cochrane,2024-08,"https://training.cochrane.org/handbook — Chapters 3–5 (questions, eligibility, sources); Chapters 7–8 (data and risk of bias); Chapter 14 (interpreting results)",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Methodological authority for intervention evidence; does not validate any synthetic record or substantive cannabis/psychedelic finding.,CERTIFY WITH LIMITATION
B097-FILM-S1,097,B film/transcript,Personalization you can control. Adapt through consented context with explanations and control.,prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B097-FILM-S2,097,B film/transcript,Use only consented context.,mixed: design synthesis with contextual external premise,NIST-AI,"Artificial Intelligence Risk Management Framework (AI RMF 1.0), NIST AI 100-1",National Institute of Standards and Technology,2023-01-26,"https://doi.org/10.6028/NIST.AI.100-1 — Sections 3–5; GOVERN, MAP, MEASURE, MANAGE functions",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Voluntary, cross-sectoral risk framework; does not certify this prototype or any specific agent deployment.",CERTIFY WITH LIMITATION
B097-FILM-S3,097,B film/transcript,Show every adaptive input.,mixed: design synthesis with contextual external premise,NIST-AI,"Artificial Intelligence Risk Management Framework (AI RMF 1.0), NIST AI 100-1",National Institute of Standards and Technology,2023-01-26,"https://doi.org/10.6028/NIST.AI.100-1 — Sections 3–5; GOVERN, MAP, MEASURE, MANAGE functions",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Voluntary, cross-sectoral risk framework; does not certify this prototype or any specific agent deployment.",CERTIFY WITH LIMITATION
B097-FILM-S4,097,B film/transcript,Explain why the system changed.,mixed: design synthesis with contextual external premise,NIST-AI,"Artificial Intelligence Risk Management Framework (AI RMF 1.0), NIST AI 100-1",National Institute of Standards and Technology,2023-01-26,"https://doi.org/10.6028/NIST.AI.100-1 — Sections 3–5; GOVERN, MAP, MEASURE, MANAGE functions",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Voluntary, cross-sectoral risk framework; does not certify this prototype or any specific agent deployment.",CERTIFY WITH LIMITATION
B097-FILM-S5,097,B film/transcript,Offer a working off switch.,mixed: design synthesis with contextual external premise,NIST-AI,"Artificial Intelligence Risk Management Framework (AI RMF 1.0), NIST AI 100-1",National Institute of Standards and Technology,2023-01-26,"https://doi.org/10.6028/NIST.AI.100-1 — Sections 3–5; GOVERN, MAP, MEASURE, MANAGE functions",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Voluntary, cross-sectoral risk framework; does not certify this prototype or any specific agent deployment.",CERTIFY WITH LIMITATION
B097-FILM-S6,097,B film/transcript,Adaptation should remain inspectable.,mixed: design synthesis with contextual external premise,NIST-AI,"Artificial Intelligence Risk Management Framework (AI RMF 1.0), NIST AI 100-1",National Institute of Standards and Technology,2023-01-26,"https://doi.org/10.6028/NIST.AI.100-1 — Sections 3–5; GOVERN, MAP, MEASURE, MANAGE functions",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,"Voluntary, cross-sectoral risk framework; does not certify this prototype or any specific agent deployment.",CERTIFY WITH LIMITATION
B098-FILM-S1,098,B film/transcript,"Care continues between big moments. Connect preparation, care, integration, referral and follow-up.",prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B098-FILM-S2,098,B film/transcript,Prepare with informed consent.,mixed: design synthesis with contextual external premise,WHO-CONT,Continuity and coordination of care: a practice brief,World Health Organization,2018-11-07,https://www.who.int/publications/i/item/9789241514033 — pp. 8–15 (definitions and value); implementation practices throughout,direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,General continuity framework; not psychedelic-specific clinical guidance and not proof that any depicted workflow is safe.,CERTIFY WITH LIMITATION
B098-FILM-S3,098,B film/transcript,Coordinate care and education.,mixed: design synthesis with contextual external premise,WHO-CONT,Continuity and coordination of care: a practice brief,World Health Organization,2018-11-07,https://www.who.int/publications/i/item/9789241514033 — pp. 8–15 (definitions and value); implementation practices throughout,direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,General continuity framework; not psychedelic-specific clinical guidance and not proof that any depicted workflow is safe.,CERTIFY WITH LIMITATION
B098-FILM-S4,098,B film/transcript,Protect boundaries across referrals.,mixed: design synthesis with contextual external premise,WHO-CONT,Continuity and coordination of care: a practice brief,World Health Organization,2018-11-07,https://www.who.int/publications/i/item/9789241514033 — pp. 8–15 (definitions and value); implementation practices throughout,direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,General continuity framework; not psychedelic-specific clinical guidance and not proof that any depicted workflow is safe.,CERTIFY WITH LIMITATION
B098-FILM-S5,098,B film/transcript,Support integration and follow-up.,mixed: design synthesis with contextual external premise,WHO-CONT,Continuity and coordination of care: a practice brief,World Health Organization,2018-11-07,https://www.who.int/publications/i/item/9789241514033 — pp. 8–15 (definitions and value); implementation practices throughout,direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,General continuity framework; not psychedelic-specific clinical guidance and not proof that any depicted workflow is safe.,CERTIFY WITH LIMITATION
B098-FILM-S6,098,B film/transcript,Continuity is part of safety.,mixed: design synthesis with contextual external premise,WHO-CONT,Continuity and coordination of care: a practice brief,World Health Organization,2018-11-07,https://www.who.int/publications/i/item/9789241514033 — pp. 8–15 (definitions and value); implementation practices throughout,direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,General continuity framework; not psychedelic-specific clinical guidance and not proof that any depicted workflow is safe.,CERTIFY WITH LIMITATION
B099-FILM-S1,099,B film/transcript,Build an island resilience commons. Share resilience knowledge with provenance and community governance.,prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B099-FILM-S2,099,B film/transcript,"Map capacity, assets and dependency.",mixed: design synthesis with contextual external premise,CARE,The CARE Principles for Indigenous Data Governance,Global Indigenous Data Alliance authors / Data Science Journal,2020-11-04,https://doi.org/10.5334/dsj-2020-043 — The CARE Principles and Their Supporting Concepts,direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Applies to Indigenous data governance; implementation requires engagement with the specific community and cannot be claimed from interface design alone.,CERTIFY WITH LIMITATION
